File,Sentence,Fronted Element,Fronted Element Type,Locative,Verb,Subject,Quotative,Discourse Function,Information Structure
text_acad_2011.txt,"Here , the dialectic is flawed in some way , by juxtaposing strategies , students are more likely to recognize false assumptions that may have gone unchallenged in a single strategy , thus deepening their understanding of the material studied.3.Patricia Flowers , What Was That ?","by juxtaposing strategies , students are more likely to recognize false assumptions that may have gone unchallenged in a single strategy , thus deepening their understanding of the material studied.3.Patricia Flowers",PP,Locative,Was,That,No,Scene-setting,Other
text_acad_2011.txt,"Patricia J. Flowers , The Match between Music Excerpts and Written Descriptions by Fifth and Sixth Graders , Journal of Research in Music Education 48 , no. 3 ( 2000 , The Effect of Cooperative Listening Exercises on the Critical Listening Skills of College Music-Appreciation Students , Journal of Research in Music Education 54 , no. 1 ( 2006 ) , 5772 ; and Flowers , What Was That ?","Patricia J. Flowers , The Match between Music Excerpts and Written Descriptions by Fifth and Sixth Graders , Journal of Research in Music Education 48 , no . 3 ( 2000 , The Effect of Cooperative Listening Exercises on the Critical Listening Skills of College Music - Appreciation Students , Journal of Research in Music Education 54 , no . 1 ( 2006 ) , 5772 ; and Flowers",Other,Non-locative,Was,That,No,Evaluative,Other
text_acad_2011.txt,Budget-minded readers interested in a thorough and carefully sequenced book on the fundamentals of music would do of Alabama at Birmingham ; pricewmuab.eduThe Opera Singers Career Guide : Understanding the European Fach Systemby Pearl Yeadon McGinnis .,Budget - minded readers interested in a thorough and carefully sequenced book on the fundamentals of music would do of Alabama at Birmingham,VP,Non-locative,pricewmuab.eduThe,Opera Singers Career Guide,No,Discourse structuring,Other
text_acad_2011.txt,"In other words , is this specific piece of information or activity essential to making my students better musicians , or is it something that may enrich their knowledge but ultimately be too much information for students just barely able to rather my students be able to decode and perform the rhythm from Bach 's "" Musette "" than remember the date it was composed , or even when Bach was born and died .",In other words,PP,Locative,is,this specific piece of information or activity essential to making my students better musicians,No,Scene-setting,Other
text_acad_2011.txt,"The Teacher and Students Collaborate in Learning A traditional view of the music classroom -- certainly in the case of an instrumental or choral ensemble -- is that of the teacher as autonomous leader , charged with the lion 's share of the responsibility for shaping the classroom culture , defining goals , and setting standards for the students to attain .",The Teacher and Students Collaborate in Learning A traditional view of the music classroom -- certainly in the case of an instrumental or choral ensemble --,PP,Locative,is,that of the teacher as autonomous leader,No,Scene-setting,Other
text_acad_2011.txt,"As such , educators ' important questions remain : "" Who are the or slight or undermine ?","As such , educators ' important questions remain : "" Who",AdjP,Non-locative,are,the or slight or undermine,No,Evaluative,Other
text_acad_2011.txt,"Many school district goals are similar , but here is a sample : "" Kingsview Public Schools , in partnership with the community , will educate and prepare each student to be a responsible citizen capable of pursing life goals now and in the future . ""","Many school district goals are similar , but here",AdjP,Non-locative,is,a sample,No,Comparative,Other
text_acad_2011.txt,"Toward this end , here are several opportunities that are available to us to improve the situation in which we find ourselves .",Toward this end,PP,Non-locative,are,several opportunities that are available to us to improve the situation in which we find ourselves,No,Discourse structuring,Other
text_acad_2011.txt,"Estelle Jorgensen writes , The arts allow one to engage important existential questions : Who am I ?","Estelle Jorgensen writes , The arts allow one to engage important existential questions : Who",Other,Non-locative,am,I,No,Evaluative,Other
text_acad_2011.txt,"By Patrick K. Freer </p> 4117311 **26;83643;TOOLONG Journal Articles1220119822324 2011 MENC : The National Association for Music Education2011MENC : The National Association for Music EducationThe articles summarized here are a sample of some of the important topics covered in the Journal of Research in Music Education ( JRME ) ,",By Patrick K. Freer < /p > 4117311 * * 26;83643;TOOLONG Journal Articles1220119822324 2011 MENC,PP,Locative,are,a sample of some of the important topics covered in the Journal of Research in Music Education ( JRME ),No,Scene-setting,Given->New
text_acad_2011.txt,"By Patrick K. Freer </p> 4117311 **26;83643;TOOLONG Journal Articles1220119822324 2011 MENC : The National Association for Music Education2011MENC : The National Association for Music EducationThe articles summarized here are a sample of some of the important topics covered in the Journal of Research in Music Education ( JRME ) ,",The National Association for Music Education2011MENC,PP,Non-locative,are,a sample of some of the important topics covered in the Journal of Research in Music Education ( JRME ),No,Scene-setting,Given->New
text_acad_2011.txt,"By Patrick K. Freer </p> 4117311 **26;83643;TOOLONG Journal Articles1220119822324 2011 MENC : The National Association for Music Education2011MENC : The National Association for Music EducationThe articles summarized here are a sample of some of the important topics covered in the Journal of Research in Music Education ( JRME ) ,",The National Association for Music EducationThe articles summarized here,PP,Non-locative,are,a sample of some of the important topics covered in the Journal of Research in Music Education ( JRME ),No,Scene-setting,Given->New
text_acad_2011.txt,"Based on my observations , said Matsunobu , for my participants meaning in life.",Based on my observations,PP,Non-locative,said,Matsunobu,Yes,Quotative,Other
text_acad_2011.txt,"Mastery Goals for MotivationThere is perhaps no larger influence on student achievement today than motivation , writes Bradley J. Hruska in the November 2011 issue of Update : Applications of Research in Music Education ( vol. 30 , no. 1 , pp. 39 ) , now available online .",Mastery Goals for MotivationThere is perhaps no larger influence on student achievement today than motivation,AdvP,Non-locative,writes,Bradley J. Hruska,No,Discourse structuring,Other
text_acad_2011.txt,"Essentially , the altered males interpreted the pheromones of other flies differently than did their wild counterparts : the male smell that normally induces other males to keep away was perceived by the mutants as stimulating .","Essentially , the altered males interpreted the pheromones of other flies differently than",VP,Non-locative,did,their wild counterparts,No,Comparative,Other
text_acad_2011.txt,"If that resonates with your worldview on homosexuality , whether to accept or eschew it , so be it .","If that resonates with your worldview on homosexuality , whether to accept or eschew it",Quotative,Non-locative,be,it,No,Discourse structuring,Other
text_acad_2011.txt,""" The gorge 's opening is almost impossible to find , "" warns Marc Goss , the conservancy 's manager , "" even for those who know where to look .",""" The gorge 's opening is almost impossible to find",AdjP,Non-locative,warns,"Marc Goss , the conservancy 's manager",No,Comparative,Other
text_acad_2011.txt,"Leopards have vanished from almost 40 percent of their historic range in Africa , "" says biologist and leopard specialist Luke Hunter , president of Panthera , an organization headquartered in New York that works to ensure the future of wild cats through scientific research and conservation efforts . """,Leopards have vanished from almost 40 percent of their historic range in Africa,VP,Non-locative,says,"biologist and leopard specialist Luke Hunter , president of Panthera , an organization headquartered in New York that works to ensure the future of wild cats through scientific research and conservation efforts",Yes,Quotative,Other
text_acad_2011.txt,""" Humans throughout the Congo Basin rely primarily on bushmeat for protein , so the implications for leopards are immense , "" says Henschel .",""" Humans throughout the Congo Basin rely primarily on bushmeat for protein , so the implications for leopards are immense",VP,Non-locative,says,Henschel,Yes,Quotative,Other
text_acad_2011.txt,"It 's the ' empty forest ' phenomenon , "" says Hunter .",It 's the ' empty forest ' phenomenon,Other,Non-locative,says,Hunter,Yes,Quotative,Other
text_acad_2011.txt,"</p> Leopards can adapt to varied , even human-occupied environments , but live very secretive , hidden lives , "" says biologist Markus Borner , director of the Frankfurt Zoological Society 's Africa Regional Office , headquartered in the Serengeti in Tanzania .","< /p > Leopards can adapt to varied , even human - occupied environments , but live very secretive , hidden lives",VP,Non-locative,says,"biologist Markus Borner , director of the Frankfurt Zoological Society 's Africa Regional Office , headquartered in the Serengeti in Tanzania",Yes,Quotative,Other
