type,sentence,fronted_constituent,verb,subject,constituent_type,is_locative,confidence,validation_reasons,paragraph_index,sentence_index,file
numeric_inversion,One area that has been clearly delineated 3 but still lacks adequate empirical studies is the activism and agency @ @ @ @ @ @ @ @ @ @ .,One area that has been clearly delineated 3 but still lacks adequate empirical studies,is,the activism and agency @ @ @ @ @ @ @ @ @ @,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,876,5,text_acad_2004.txt
numeric_inversion,"It is also refreshing to note that the type of education advocated differed from the curricula bearing the imprints of the feminization of domesticity pursued by the agents of Euro-Christianization and colonialism in the mid- to late Victorian era. 58 <p> One important agency of social change and the empowerment of women was the "" Ladies Column "" in The Western Echo , published and edited by James Hutton Brew at Cape Coast between 1885 and 1887 .",One important agency of social change and the empowerment of women,was,"the "" Ladies Column "" in The Western Echo",Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,876,39,text_acad_2004.txt
numeric_inversion,Emergence and Social Background <p> One of the salient features of the tumultuous 1980s in South Africa was the cycle of on-going black protest orchestrated by the United Democratic Front and other extra-parliamentary anti-apartheid organizations and the declaration of successive states of emergencies by the predominantly Afrikaner National Party government .,One of the salient features of the tumultuous 1980s in South Africa,was,her extra-parliamentary anti-apartheid organizations and the declaration of successive states of emergencies by the predominantly Afrikaner National Party government,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,877,10,text_acad_2004.txt
numeric_inversion,One of the possible reason for the media investment in Volvry was that it was involved in its own repositioning at the time .,One of the possible reason for the media investment in Volvry,was,that it was involved in its own repositioning at the time,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,877,17,text_acad_2004.txt
coordinated_inversion,"In Afrikaner circles the 1960s were the high point of apartheid and the system was touted as the solution to potential racial conflict. 18 Illusionary as it was , the ideology nevertheless held out the promise of a secure future as far as Afrikaners were concerned , Consequently there was little need to question the system or the underlying issues and values .",In Afrikaner circles the 1960s were the high point of apartheid and the system,was,a secure future as far as Afrikaners were concerned,Coordinated Structure,True,high,Subject starts with determiner; Common inversion verb,877,40,text_acad_2004.txt
numeric_inversion,"One such medium was music , which captured the personal disillusionment and angst generated by conscription for a war that was increasingly @ @ @ @ @ @ @ @ @ @ a futile manner. 22 For the first time , songs also started to appear in Afrikaans , prompting young men not to march to war but to challenge a system that forced conscription on them .",One such medium,was,a war that was increasingly @ @ @ @ @ @ @ @ @ @ a futile manner,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,877,46,text_acad_2004.txt
complex_pp_inversion,In turn the lack of other contenders helped ensure that the frustrations of the youth expressed through music were highly profiled in the press .,In turn the lack of other contenders helped ensure that the frustrations of the youth expressed through music,were,the press,PP (Complex Prepositional Phrase),True,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,877,49,text_acad_2004.txt
complex_pp_inversion,"To them the term implied that they were being "" othered , "" and it carried negative associations they regarded as inappropriate and superfluous. 41 <p> In addition , they found the overtures of some "" liberal "" English speakers patronizing and overbearing .",To them the term implied that they,were,"the overtures of some "" liberal "" English speakers patronizing and overbearing",PP (Complex Prepositional Phrase),False,high,Subject starts with determiner; Common inversion verb,877,107,text_acad_2004.txt
complex_pp_inversion,"As a student at Stellenbosch in 1989 recalled : <p> At that time our air waves were filled with government-filtered , imported pop music and our local artists , English and Afrikaans , were churning out sterile songs about abstract concepts like love , loss , and clowns who drink too much -- .",At that time our air waves,were,our local artists,PP (Complex Prepositional Phrase),True,high,Subject starts with determiner; Common inversion verb,877,192,text_acad_2004.txt
complex_pp_inversion,"At least one gets the feeling these days that maybe we are not going to kill everybody . "" 90 <p> Slowly , however , a sense of caution set in as to what the political future held in store and there was a certain wariness in accepting the credentials of the ANC .",At least one gets the feeling these days that maybe we,are,a sense of caution set in as to what the political future held in store and there was a certain wariness in accepting the credentials of the ANC,PP (Complex Prepositional Phrase),True,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,877,200,text_acad_2004.txt
numeric_inversion,"One of the most important ways was to consign a child to his care , thus giving him full authority over the child 's time and labor .",One of the most important ways,was,a child to his care,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,878,4,text_acad_2004.txt
numeric_inversion,Nine of the Cahiers were written by Senegalese authors on the subject of their experiences in qur ' nic schools .,Nine of the Cahiers,were,their experiences in qur ' nic schools,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,878,11,text_acad_2004.txt
